retriever,Model,agreement_id,question,gold_answer,pred_answer,confidence,time
whoosh,atharvamundada_bertlarge_legal,Agreement_15,Is there any penalty for late paid payments?,"If payment of Rent or any other amount under this
agreement is paid late, the Tenant must pay interest at the rate of 1%
1
above the base lending rate of The Royal Bank of Scotland plc from
time to time on the outstanding amount from the due date until
payment is received in full.",,-1.0,0.0
whoosh,jasu_legalbert,Agreement_15,Could I cancel my booking after I paid the reservation Fee?,"Unless the Residential Period has commenced, or you
have already collected the keys to the accommodation, you may
cancel your booking by writing or sending an e-mail to us at
tenants@collegiate-ac.com, at any time during the 14 days after we
send you an e-mail confirming your booking is complete. If you do that,
we will make no charge and will return the Reservation Fee to you.",,-1.0,7.152557373046875e-07
whoosh,nlpaueb_legalbert,Agreement_15,Could I cancel my booking after I paid the reservation Fee?,"Unless the Residential Period has commenced, or you
have already collected the keys to the accommodation, you may
cancel your booking by writing or sending an e-mail to us at
tenants@collegiate-ac.com, at any time during the 14 days after we
send you an e-mail confirming your booking is complete. If you do that,
we will make no charge and will return the Reservation Fee to you.",,-1.0,0.0
whoosh,atharvamundada_bertlarge_legal,Agreement_15,Could I cancel my booking after I paid the reservation Fee?,"Unless the Residential Period has commenced, or you
have already collected the keys to the accommodation, you may
cancel your booking by writing or sending an e-mail to us at
tenants@collegiate-ac.com, at any time during the 14 days after we
send you an e-mail confirming your booking is complete. If you do that,
we will make no charge and will return the Reservation Fee to you.",,-1.0,2.384185791015625e-07
whoosh,jasu_legalbert,Agreement_15,Could I leave my room before the end of the tenancy?,"In the event that you want to terminate this agreement
prior to the end of the Residential Period, you will need to find another
tenant to replace you and take over your tenancy. Your tenancy period
is for the Residential Period stated in Clause 2 of this agreement;
whomever takes over the tenancy must take over the tenancy for the
remaining period – A £50 admin fee will apply to set up a replacement
tenant.",,-1.0,7.152557373046875e-07
whoosh,nlpaueb_legalbert,Agreement_15,Could I leave my room before the end of the tenancy?,"In the event that you want to terminate this agreement
prior to the end of the Residential Period, you will need to find another
tenant to replace you and take over your tenancy. Your tenancy period
is for the Residential Period stated in Clause 2 of this agreement;
whomever takes over the tenancy must take over the tenancy for the
remaining period – A £50 admin fee will apply to set up a replacement
tenant.",,-1.0,0.0
whoosh,atharvamundada_bertlarge_legal,Agreement_15,Could I leave my room before the end of the tenancy?,"In the event that you want to terminate this agreement
prior to the end of the Residential Period, you will need to find another
tenant to replace you and take over your tenancy. Your tenancy period
is for the Residential Period stated in Clause 2 of this agreement;
whomever takes over the tenancy must take over the tenancy for the
remaining period – A £50 admin fee will apply to set up a replacement
tenant.",,-1.0,0.0
whoosh,jasu_legalbert,Agreement_15,When I should pay the Reservation Fee?,"The Tenant shall pay the Reservation Fee on or before the
date of this agreement.
2",,-1.0,1.1920928955078125e-06
whoosh,nlpaueb_legalbert,Agreement_15,When I should pay the Reservation Fee?,"The Tenant shall pay the Reservation Fee on or before the
date of this agreement.
2",,-1.0,2.384185791015625e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_15,When I should pay the Reservation Fee?,"The Tenant shall pay the Reservation Fee on or before the
date of this agreement.
2",,-1.0,2.384185791015625e-07
whoosh,jasu_legalbert,Agreement_15,Is the Reservation Fee refundable?,"- Unless the Residential Period has commenced, or you
have already collected the keys to the accommodation, you may
cancel your booking by writing or sending an e-mail to us at
tenants@collegiate-ac.com, at any time during the 14 days after we
send you an e-mail confirming your booking is complete. If you do that,
we will make no charge and will return the Reservation Fee to you.
- If for whatever reason the Landlord is not able to make an offer of
accommodation to the Tenant, or to provide the Room to the Tenant,
the Reservation Fee will be returned in full to the Tenant.
The Reservation Fee is otherwise non-refundable.",,-1.0,7.152557373046875e-07
whoosh,nlpaueb_legalbert,Agreement_15,Is the Reservation Fee refundable?,"- Unless the Residential Period has commenced, or you
have already collected the keys to the accommodation, you may
cancel your booking by writing or sending an e-mail to us at
tenants@collegiate-ac.com, at any time during the 14 days after we
send you an e-mail confirming your booking is complete. If you do that,
we will make no charge and will return the Reservation Fee to you.
- If for whatever reason the Landlord is not able to make an offer of
accommodation to the Tenant, or to provide the Room to the Tenant,
the Reservation Fee will be returned in full to the Tenant.
The Reservation Fee is otherwise non-refundable.",,-1.0,2.384185791015625e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_15,Is the Reservation Fee refundable?,"- Unless the Residential Period has commenced, or you
have already collected the keys to the accommodation, you may
cancel your booking by writing or sending an e-mail to us at
tenants@collegiate-ac.com, at any time during the 14 days after we
send you an e-mail confirming your booking is complete. If you do that,
we will make no charge and will return the Reservation Fee to you.
- If for whatever reason the Landlord is not able to make an offer of
accommodation to the Tenant, or to provide the Room to the Tenant,
the Reservation Fee will be returned in full to the Tenant.
The Reservation Fee is otherwise non-refundable.",,-1.0,2.384185791015625e-07
whoosh,jasu_legalbert,Agreement_15,How many are the rent instalments?,12 instalments.,,-1.0,7.152557373046875e-07
whoosh,nlpaueb_legalbert,Agreement_15,How many are the rent instalments?,12 instalments.,,-1.0,0.0
whoosh,atharvamundada_bertlarge_legal,Agreement_15,How many are the rent instalments?,12 instalments.,,-1.0,2.384185791015625e-07
whoosh,jasu_legalbert,Agreement_15,When should I pay the deposit?,"The Reservation Fee will be used as part payment of the
Deposit at the commencement of the Residential Period. The
balance of the Deposit due will be collected with the first rental
payment.",,-1.0,7.152557373046875e-07
whoosh,nlpaueb_legalbert,Agreement_15,When should I pay the deposit?,"The Reservation Fee will be used as part payment of the
Deposit at the commencement of the Residential Period. The
balance of the Deposit due will be collected with the first rental
payment.",,-1.0,2.384185791015625e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_15,When should I pay the deposit?,"The Reservation Fee will be used as part payment of the
Deposit at the commencement of the Residential Period. The
balance of the Deposit due will be collected with the first rental
payment.",,-1.0,0.0
whoosh,jasu_legalbert,Agreement_15,What is the date of this agreement?,"It is the date specified under the Landlord's signature.
3",,-1.0,9.5367431640625e-07
whoosh,nlpaueb_legalbert,Agreement_15,What is the date of this agreement?,"It is the date specified under the Landlord's signature.
3",,-1.0,2.384185791015625e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_15,What is the date of this agreement?,"It is the date specified under the Landlord's signature.
3",,-1.0,0.0
whoosh,jasu_legalbert,Agreement_15,Do I refund the whole deposit?,"The balance of the Deposit shall be paid to the Tenant
less any reasonable costs incurred for the breach of any obligation
under this agreement.",,-1.0,9.5367431640625e-07
whoosh,nlpaueb_legalbert,Agreement_15,Do I refund the whole deposit?,"The balance of the Deposit shall be paid to the Tenant
less any reasonable costs incurred for the breach of any obligation
under this agreement.",,-1.0,2.384185791015625e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_15,Do I refund the whole deposit?,"The balance of the Deposit shall be paid to the Tenant
less any reasonable costs incurred for the breach of any obligation
under this agreement.",,-1.0,0.0
